repo_name,url,error_message
crypto-01/seniorproject,https://github.com/crypto-01/seniorproject,'Cmd(git) failed due to: exit code(128)  cmdline: git clone -v https://github.com/crypto-01/seniorproject repos/crypto-01/seniorproject  stderr: fatal: destination path repos/crypto-01/seniorproject already exists and is not an empty directory.'
earass/image-classifier,https://github.com/earass/image-classifier,'Cmd(git) failed due to: exit code(128)  cmdline: git clone -v https://github.com/earass/image-classifier repos/earass/image-classifier  stderr: fatal: destination path repos/earass/image-classifier already exists and is not an empty directory.'
shane-kirkley/DSP_Lab,https://github.com/shane-kirkley/DSP_Lab,'Cmd(git) failed due to: exit code(128)  cmdline: git clone -v https://github.com/shane-kirkley/DSP_Lab repos/shane-kirkley/DSP_Lab  stderr: fatal: destination path repos/shane-kirkley/DSP_Lab already exists and is not an empty directory.'
Tiwarishashwat/Smart-Face-Recognition-for-Visually-Impaired,https://github.com/Tiwarishashwat/Smart-Face-Recognition-for-Visually-Impaired,'Cmd(git) failed due to: exit code(128)  cmdline: git clone -v https://github.com/Tiwarishashwat/Smart-Face-Recognition-for-Visually-Impaired repos/Tiwarishashwat/Smart-Face-Recognition-for-Visually-Impaired  stderr: fatal: destination path repos/Tiwarishashwat/Smart-Face-Recognition-for-Visually-Impaired already exists and is not an empty directory.'
kaur-anupreet/Azure-MLOps2,https://github.com/kaur-anupreet/Azure-MLOps2,'Cmd(git) failed due to: exit code(128)  cmdline: git clone -v https://github.com/kaur-anupreet/Azure-MLOps2 repos/kaur-anupreet/Azure-MLOps2  stderr: fatal: destination path repos/kaur-anupreet/Azure-MLOps2 already exists and is not an empty directory.'
JayQuantRise20/Disaster_Response,https://github.com/JayQuantRise20/Disaster_Response,'Cmd(git) failed due to: exit code(128)  cmdline: git clone -v https://github.com/JayQuantRise20/Disaster_Response repos/JayQuantRise20/Disaster_Response  stderr: Cloning into repos/JayQuantRise20/Disaster_Response...fatal: could not read Username for https://github.com: Device not configured'
swati-thapa/Beacons,https://github.com/swati-thapa/Beacons,'Cmd(git) failed due to: exit code(128)  cmdline: git clone -v https://github.com/swati-thapa/Beacons repos/swati-thapa/Beacons  stderr: fatal: destination path repos/swati-thapa/Beacons already exists and is not an empty directory.'
mkstowe/variegata,https://github.com/mkstowe/variegata,'Cmd(git) failed due to: exit code(128)  cmdline: git clone -v https://github.com/mkstowe/variegata repos/mkstowe/variegata  stderr: fatal: destination path repos/mkstowe/variegata already exists and is not an empty directory.'
CharlieZhuGJ/Gnenrative-models,https://github.com/CharlieZhuGJ/Gnenrative-models,'Cmd(git) failed due to: exit code(128)  cmdline: git clone -v https://github.com/CharlieZhuGJ/Gnenrative-models repos/CharlieZhuGJ/Gnenrative-models  stderr: fatal: destination path repos/CharlieZhuGJ/Gnenrative-models already exists and is not an empty directory.'
cranesuciter/Crop-Recommender-main,https://github.com/cranesuciter/Crop-Recommender-main,'Cmd(git) failed due to: exit code(128)  cmdline: git clone -v https://github.com/cranesuciter/Crop-Recommender-main repos/cranesuciter/Crop-Recommender-main  stderr: fatal: destination path repos/cranesuciter/Crop-Recommender-main already exists and is not an empty directory.'
Pravanop/Perovskite-Prediction,https://github.com/Pravanop/Perovskite-Prediction,'Cmd(git) failed due to: exit code(128)  cmdline: git clone -v https://github.com/Pravanop/Perovskite-Prediction repos/Pravanop/Perovskite-Prediction  stderr: fatal: destination path repos/Pravanop/Perovskite-Prediction already exists and is not an empty directory.'
Jasonsd19/OSRS-MINING-AI,https://github.com/Jasonsd19/OSRS-MINING-AI,'Cmd(git) failed due to: exit code(128)  cmdline: git clone -v https://github.com/Jasonsd19/OSRS-MINING-AI repos/Jasonsd19/OSRS-MINING-AI  stderr: fatal: destination path repos/Jasonsd19/OSRS-MINING-AI already exists and is not an empty directory.'
abhisek1985/kpi,https://github.com/abhisek1985/kpi,'Cmd(git) failed due to: exit code(128)  cmdline: git clone -v https://github.com/abhisek1985/kpi repos/abhisek1985/kpi  stderr: Cloning into repos/abhisek1985/kpi...fatal: could not read Username for https://github.com: Device not configured'
parvaeti/Chakka-Manga-Classifier,https://github.com/parvaeti/Chakka-Manga-Classifier,'Cmd(git) failed due to: exit code(128)  cmdline: git clone -v https://github.com/parvaeti/Chakka-Manga-Classifier repos/parvaeti/Chakka-Manga-Classifier  stderr: fatal: destination path repos/parvaeti/Chakka-Manga-Classifier already exists and is not an empty directory.'
anbe213/Digit-Recognition,https://github.com/anbe213/Digit-Recognition,'Cmd(git) failed due to: exit code(128)  cmdline: git clone -v https://github.com/anbe213/Digit-Recognition repos/anbe213/Digit-Recognition  stderr: fatal: destination path repos/anbe213/Digit-Recognition already exists and is not an empty directory.'
JqkerN/Context-Based_Affective_State_Recognition,https://github.com/JqkerN/Context-Based_Affective_State_Recognition,'Cmd(git) failed due to: exit code(128)  cmdline: git clone -v https://github.com/JqkerN/Context-Based_Affective_State_Recognition repos/JqkerN/Context-Based_Affective_State_Recognition  stderr: fatal: destination path repos/JqkerN/Context-Based_Affective_State_Recognition already exists and is not an empty directory.'
skfaysal/Visualize-inner-conv-layer-GradCAM,https://github.com/skfaysal/Visualize-inner-conv-layer-GradCAM,'Cmd(git) failed due to: exit code(128)  cmdline: git clone -v https://github.com/skfaysal/Visualize-inner-conv-layer-GradCAM repos/skfaysal/Visualize-inner-conv-layer-GradCAM  stderr: Cloning into repos/skfaysal/Visualize-inner-conv-layer-GradCAM...POST git-upload-pack (191 bytes)POST git-upload-pack (233 bytes)git-lfs filter-process: git-lfs: command not foundfatal: the remote end hung up unexpectedlywarning: Clone succeeded, but checkout failed.You can inspect what was checked out with git statusand retry with git restore --source=HEAD :/'
thebinayak/transformer-sound-force,https://github.com/thebinayak/transformer-sound-force,'Cmd(git) failed due to: exit code(128)  cmdline: git clone -v https://github.com/thebinayak/transformer-sound-force repos/thebinayak/transformer-sound-force  stderr: fatal: destination path repos/thebinayak/transformer-sound-force already exists and is not an empty directory.'
7empestx/Machine-Learning,https://github.com/7empestx/Machine-Learning,'Cmd(git) failed due to: exit code(128)  cmdline: git clone -v https://github.com/7empestx/Machine-Learning repos/7empestx/Machine-Learning  stderr: Cloning into repos/7empestx/Machine-Learning...fatal: could not read Username for https://github.com: Device not configured'
abhiru26/Movie-Recommendation-Web-Application-Using-Machine-Learning,https://github.com/abhiru26/Movie-Recommendation-Web-Application-Using-Machine-Learning,'Cmd(git) failed due to: exit code(128)  cmdline: git clone -v https://github.com/abhiru26/Movie-Recommendation-Web-Application-Using-Machine-Learning repos/abhiru26/Movie-Recommendation-Web-Application-Using-Machine-Learning  stderr: fatal: destination path repos/abhiru26/Movie-Recommendation-Web-Application-Using-Machine-Learning already exists and is not an empty directory.'
dowlinglab/hfcs-fffit,https://github.com/dowlinglab/hfcs-fffit,'Cmd(git) failed due to: exit code(128)  cmdline: git clone -v https://github.com/dowlinglab/hfcs-fffit repos/dowlinglab/hfcs-fffit  stderr: fatal: destination path repos/dowlinglab/hfcs-fffit already exists and is not an empty directory.'
visruthcv/flight-fare_ml,https://github.com/visruthcv/flight-fare_ml,'Cmd(git) failed due to: exit code(128)  cmdline: git clone -v https://github.com/visruthcv/flight-fare_ml repos/visruthcv/flight-fare_ml  stderr: fatal: destination path repos/visruthcv/flight-fare_ml already exists and is not an empty directory.'
saranya-05/Crop-Recommendation-System,https://github.com/saranya-05/Crop-Recommendation-System,'Cmd(git) failed due to: exit code(128)  cmdline: git clone -v https://github.com/saranya-05/Crop-Recommendation-System repos/saranya-05/Crop-Recommendation-System  stderr: Cloning into repos/saranya-05/Crop-Recommendation-System...fatal: could not read Username for https://github.com: Device not configured'
sejmodha/TetraPredX,https://github.com/sejmodha/TetraPredX,'Cmd(git) failed due to: exit code(128)  cmdline: git clone -v https://github.com/sejmodha/TetraPredX repos/sejmodha/TetraPredX  stderr: fatal: destination path repos/sejmodha/TetraPredX already exists and is not an empty directory.'
Miro001/online_machine_learning,https://github.com/Miro001/online_machine_learning,'Cmd(git) failed due to: exit code(128)  cmdline: git clone -v https://github.com/Miro001/online_machine_learning repos/Miro001/online_machine_learning  stderr: fatal: destination path repos/Miro001/online_machine_learning already exists and is not an empty directory.'
Noabbo/Final-Project-ML,https://github.com/Noabbo/Final-Project-ML,'Cmd(git) failed due to: exit code(128)  cmdline: git clone -v https://github.com/Noabbo/Final-Project-ML repos/Noabbo/Final-Project-ML  stderr: fatal: destination path repos/Noabbo/Final-Project-ML already exists and is not an empty directory.'
lil-shimon/rnn_,https://github.com/lil-shimon/rnn_,'Cmd(git) failed due to: exit code(128)  cmdline: git clone -v https://github.com/lil-shimon/rnn_ repos/lil-shimon/rnn_  stderr: Cloning into repos/lil-shimon/rnn_...fatal: could not read Username for https://github.com: Device not configured'
ml-james/c-gans,https://github.com/ml-james/c-gans,'Cmd(git) failed due to: exit code(128)  cmdline: git clone -v https://github.com/ml-james/c-gans repos/ml-james/c-gans  stderr: Cloning into repos/ml-james/c-gans...fatal: could not read Username for https://github.com: Device not configured'
prabhat09f/Machine-Learning,https://github.com/prabhat09f/Machine-Learning,'Cmd(git) failed due to: exit code(128)  cmdline: git clone -v https://github.com/prabhat09f/Machine-Learning repos/prabhat09f/Machine-Learning  stderr: Cloning into repos/prabhat09f/Machine-Learning...fatal: could not read Username for https://github.com: Device not configured'
thayanavt/ML-Copia-Gypsy,https://github.com/thayanavt/ML-Copia-Gypsy,'Cmd(git) failed due to: exit code(128)  cmdline: git clone -v https://github.com/thayanavt/ML-Copia-Gypsy repos/thayanavt/ML-Copia-Gypsy  stderr: Cloning into repos/thayanavt/ML-Copia-Gypsy...fatal: could not read Username for https://github.com: Device not configured'
devarajuvinoda/Fixing-common-C-language-errors-by-deep-learning,https://github.com/devarajuvinoda/Fixing-common-C-language-errors-by-deep-learning,'Cmd(git) failed due to: exit code(128)  cmdline: git clone -v https://github.com/devarajuvinoda/Fixing-common-C-language-errors-by-deep-learning repos/devarajuvinoda/Fixing-common-C-language-errors-by-deep-learning  stderr: fatal: destination path repos/devarajuvinoda/Fixing-common-C-language-errors-by-deep-learning already exists and is not an empty directory.'
xyf3333/DisasterResponsePipeline,https://github.com/xyf3333/DisasterResponsePipeline,'Cmd(git) failed due to: exit code(128)  cmdline: git clone -v https://github.com/xyf3333/DisasterResponsePipeline repos/xyf3333/DisasterResponsePipeline  stderr: fatal: destination path repos/xyf3333/DisasterResponsePipeline already exists and is not an empty directory.'
wala/graph4code,https://github.com/wala/graph4code,'Cmd(git) failed due to: exit code(128)  cmdline: git clone -v https://github.com/wala/graph4code repos/wala/graph4code  stderr: Cloning into repos/wala/graph4code...POST git-upload-pack (191 bytes)POST git-upload-pack (233 bytes)git-lfs filter-process: git-lfs: command not foundfatal: the remote end hung up unexpectedlywarning: Clone succeeded, but checkout failed.You can inspect what was checked out with git statusand retry with git restore --source=HEAD :/'
lukeharwood11/ASL-Machine-Learning-OpenCV,https://github.com/lukeharwood11/ASL-Machine-Learning-OpenCV,'Cmd(git) failed due to: exit code(128)  cmdline: git clone -v https://github.com/lukeharwood11/ASL-Machine-Learning-OpenCV repos/lukeharwood11/ASL-Machine-Learning-OpenCV  stderr: Cloning into repos/lukeharwood11/ASL-Machine-Learning-OpenCV...fatal: could not read Username for https://github.com: Device not configured'
YanaCh/MalwareAnalysis,https://github.com/YanaCh/MalwareAnalysis,'Cmd(git) failed due to: exit code(128)  cmdline: git clone -v https://github.com/YanaCh/MalwareAnalysis repos/YanaCh/MalwareAnalysis  stderr: fatal: destination path repos/YanaCh/MalwareAnalysis already exists and is not an empty directory.'
vinaynaik96vn/fraud_detection,https://github.com/vinaynaik96vn/fraud_detection,'Cmd(git) failed due to: exit code(128)  cmdline: git clone -v https://github.com/vinaynaik96vn/fraud_detection repos/vinaynaik96vn/fraud_detection  stderr: Cloning into repos/vinaynaik96vn/fraud_detection...fatal: could not read Username for https://github.com: Device not configured'
YanLamNg/Bus-Deley-Prediction-with-apriori-and-ML,https://github.com/YanLamNg/Bus-Deley-Prediction-with-apriori-and-ML,'Cmd(git) failed due to: exit code(128)  cmdline: git clone -v https://github.com/YanLamNg/Bus-Deley-Prediction-with-apriori-and-ML repos/YanLamNg/Bus-Deley-Prediction-with-apriori-and-ML  stderr: Cloning into repos/YanLamNg/Bus-Deley-Prediction-with-apriori-and-ML...POST git-upload-pack (191 bytes)POST git-upload-pack (233 bytes)git-lfs filter-process: git-lfs: command not foundfatal: the remote end hung up unexpectedlywarning: Clone succeeded, but checkout failed.You can inspect what was checked out with git statusand retry with git restore --source=HEAD :/'
ali128bit/data-mining,https://github.com/ali128bit/data-mining,'Cmd(git) failed due to: exit code(128)  cmdline: git clone -v https://github.com/ali128bit/data-mining repos/ali128bit/data-mining  stderr: Cloning into repos/ali128bit/data-mining...fatal: could not read Username for https://github.com: Device not configured'
hi9105/Data_Engineering_Project,https://github.com/hi9105/Data_Engineering_Project,'Cmd(git) failed due to: exit code(128)  cmdline: git clone -v https://github.com/hi9105/Data_Engineering_Project repos/hi9105/Data_Engineering_Project  stderr: fatal: destination path repos/hi9105/Data_Engineering_Project already exists and is not an empty directory.'
Species0/Reinforcement-learning,https://github.com/Species0/Reinforcement-learning,'Cmd(git) failed due to: exit code(128)  cmdline: git clone -v https://github.com/Species0/Reinforcement-learning repos/Species0/Reinforcement-learning  stderr: Cloning into repos/Species0/Reinforcement-learning...fatal: could not read Username for https://github.com: Device not configured'
elisadefilomeno/Recysis,https://github.com/elisadefilomeno/Recysis,'Cmd(git) failed due to: exit code(128)  cmdline: git clone -v https://github.com/elisadefilomeno/Recysis repos/elisadefilomeno/Recysis  stderr: fatal: destination path repos/elisadefilomeno/Recysis already exists and is not an empty directory.'
andrew8gmf/coffee-detection,https://github.com/andrew8gmf/coffee-detection,'Cmd(git) failed due to: exit code(128)  cmdline: git clone -v https://github.com/andrew8gmf/coffee-detection repos/andrew8gmf/coffee-detection  stderr: fatal: destination path repos/andrew8gmf/coffee-detection already exists and is not an empty directory.'
yessinkcharem/recommendation_app,https://github.com/yessinkcharem/recommendation_app,'Cmd(git) failed due to: exit code(128)  cmdline: git clone -v https://github.com/yessinkcharem/recommendation_app repos/yessinkcharem/recommendation_app  stderr: Cloning into repos/yessinkcharem/recommendation_app...fatal: could not read Username for https://github.com: Device not configured'
abdogomaa201099/Malicious-URL-Detection-Website,https://github.com/abdogomaa201099/Malicious-URL-Detection-Website,'Cmd(git) failed due to: exit code(128)  cmdline: git clone -v https://github.com/abdogomaa201099/Malicious-URL-Detection-Website repos/abdogomaa201099/Malicious-URL-Detection-Website  stderr: fatal: destination path repos/abdogomaa201099/Malicious-URL-Detection-Website already exists and is not an empty directory.'
hamza-messaoudi/disaster-response-pipeline,https://github.com/hamza-messaoudi/disaster-response-pipeline,'Cmd(git) failed due to: exit code(128)  cmdline: git clone -v https://github.com/hamza-messaoudi/disaster-response-pipeline repos/hamza-messaoudi/disaster-response-pipeline  stderr: fatal: destination path repos/hamza-messaoudi/disaster-response-pipeline already exists and is not an empty directory.'
adityamaniar202/CryptoForecast,https://github.com/adityamaniar202/CryptoForecast,'Cmd(git) failed due to: exit code(128)  cmdline: git clone -v https://github.com/adityamaniar202/CryptoForecast repos/adityamaniar202/CryptoForecast  stderr: Cloning into repos/adityamaniar202/CryptoForecast...fatal: could not read Username for https://github.com: Device not configured'
degiwo/stock-prediction,https://github.com/degiwo/stock-prediction,'Cmd(git) failed due to: exit code(128)  cmdline: git clone -v https://github.com/degiwo/stock-prediction repos/degiwo/stock-prediction  stderr: Cloning into repos/degiwo/stock-prediction...fatal: could not read Username for https://github.com: Device not configured'
vancanhuit/microblog,https://github.com/vancanhuit/microblog,'Cmd(git) failed due to: exit code(128)  cmdline: git clone -v https://github.com/vancanhuit/microblog repos/vancanhuit/microblog  stderr: Cloning into repos/vancanhuit/microblog...fatal: could not read Username for https://github.com: Device not configured'
joedt100/tic-tac-toe-machine-learning,https://github.com/joedt100/tic-tac-toe-machine-learning,'Cmd(git) failed due to: exit code(128)  cmdline: git clone -v https://github.com/joedt100/tic-tac-toe-machine-learning repos/joedt100/tic-tac-toe-machine-learning  stderr: Cloning into repos/joedt100/tic-tac-toe-machine-learning...fatal: could not read Username for https://github.com: Device not configured'
JRGInc/Water-Meter-Image-Processing,https://github.com/JRGInc/Water-Meter-Image-Processing,'Cmd(git) failed due to: exit code(128)  cmdline: git clone -v https://github.com/JRGInc/Water-Meter-Image-Processing repos/JRGInc/Water-Meter-Image-Processing  stderr: fatal: destination path repos/JRGInc/Water-Meter-Image-Processing already exists and is not an empty directory.'
CarlaSa/ML_with_TF,https://github.com/CarlaSa/ML_with_TF,'Cmd(git) failed due to: exit code(128)  cmdline: git clone -v https://github.com/CarlaSa/ML_with_TF repos/CarlaSa/ML_with_TF  stderr: Cloning into repos/CarlaSa/ML_with_TF...fatal: could not read Username for https://github.com: Device not configured'
frroossst/MLdoro,https://github.com/frroossst/MLdoro,'Cmd(git) failed due to: exit code(128)  cmdline: git clone -v https://github.com/frroossst/MLdoro repos/frroossst/MLdoro  stderr: Cloning into repos/frroossst/MLdoro...fatal: could not read Username for https://github.com: Device not configured'
mihirkawatra/flask-deployment,https://github.com/mihirkawatra/flask-deployment,'Cmd(git) failed due to: exit code(128)  cmdline: git clone -v https://github.com/mihirkawatra/flask-deployment repos/mihirkawatra/flask-deployment  stderr: fatal: destination path repos/mihirkawatra/flask-deployment already exists and is not an empty directory.'
cam-owen/cat-classifier,https://github.com/cam-owen/cat-classifier,'Cmd(git) failed due to: exit code(128)  cmdline: git clone -v https://github.com/cam-owen/cat-classifier repos/cam-owen/cat-classifier  stderr: fatal: destination path repos/cam-owen/cat-classifier already exists and is not an empty directory.'
Sayan-Roy-729/movie-recommender1,https://github.com/Sayan-Roy-729/movie-recommender1,'Cmd(git) failed due to: exit code(128)  cmdline: git clone -v https://github.com/Sayan-Roy-729/movie-recommender1 repos/Sayan-Roy-729/movie-recommender1  stderr: fatal: destination path repos/Sayan-Roy-729/movie-recommender1 already exists and is not an empty directory.'
amtron521/machine_learning,https://github.com/amtron521/machine_learning,'Cmd(git) failed due to: exit code(128)  cmdline: git clone -v https://github.com/amtron521/machine_learning repos/amtron521/machine_learning  stderr: fatal: destination path repos/amtron521/machine_learning already exists and is not an empty directory.'
sujoydatta/ml4t,https://github.com/sujoydatta/ml4t,'Cmd(git) failed due to: exit code(128)  cmdline: git clone -v https://github.com/sujoydatta/ml4t repos/sujoydatta/ml4t  stderr: Cloning into repos/sujoydatta/ml4t...fatal: could not read Username for https://github.com: Device not configured'
Sumanshu-Nankana/Project,https://github.com/Sumanshu-Nankana/Project,'Cmd(git) failed due to: exit code(128)  cmdline: git clone -v https://github.com/Sumanshu-Nankana/Project repos/Sumanshu-Nankana/Project  stderr: fatal: destination path repos/Sumanshu-Nankana/Project already exists and is not an empty directory.'
TettaMasukawa/BERT-Tutorial,https://github.com/TettaMasukawa/BERT-Tutorial,'Cmd(git) failed due to: exit code(128)  cmdline: git clone -v https://github.com/TettaMasukawa/BERT-Tutorial repos/TettaMasukawa/BERT-Tutorial  stderr: Cloning into repos/TettaMasukawa/BERT-Tutorial...fatal: could not read Username for https://github.com: Device not configured'
a7madmostafa/Machine_Learning_Jobs_Scraping,https://github.com/a7madmostafa/Machine_Learning_Jobs_Scraping,'Cmd(git) failed due to: exit code(128)  cmdline: git clone -v https://github.com/a7madmostafa/Machine_Learning_Jobs_Scraping repos/a7madmostafa/Machine_Learning_Jobs_Scraping  stderr: Cloning into repos/a7madmostafa/Machine_Learning_Jobs_Scraping...fatal: could not read Username for https://github.com: Device not configured'
vanrajbohra/fraud_detection,https://github.com/vanrajbohra/fraud_detection,'Cmd(git) failed due to: exit code(128)  cmdline: git clone -v https://github.com/vanrajbohra/fraud_detection repos/vanrajbohra/fraud_detection  stderr: Cloning into repos/vanrajbohra/fraud_detection...fatal: could not read Username for https://github.com: Device not configured'
sidsbrmnn/ml-lab,https://github.com/sidsbrmnn/ml-lab,'Cmd(git) failed due to: exit code(128)  cmdline: git clone -v https://github.com/sidsbrmnn/ml-lab repos/sidsbrmnn/ml-lab  stderr: fatal: destination path repos/sidsbrmnn/ml-lab already exists and is not an empty directory.'
ranjan-abhijeet/python-pre-processing,https://github.com/ranjan-abhijeet/python-pre-processing,'Cmd(git) failed due to: exit code(128)  cmdline: git clone -v https://github.com/ranjan-abhijeet/python-pre-processing repos/ranjan-abhijeet/python-pre-processing  stderr: Cloning into repos/ranjan-abhijeet/python-pre-processing...fatal: could not read Username for https://github.com: Device not configured'
opiethehokie/march-madness-predictions,https://github.com/opiethehokie/march-madness-predictions,'Cmd(git) failed due to: exit code(128)  cmdline: git clone -v https://github.com/opiethehokie/march-madness-predictions repos/opiethehokie/march-madness-predictions  stderr: fatal: destination path repos/opiethehokie/march-madness-predictions already exists and is not an empty directory.'
fdff87554/Machine-Learning-Studies,https://github.com/fdff87554/Machine-Learning-Studies,'Cmd(git) failed due to: exit code(128)  cmdline: git clone -v https://github.com/fdff87554/Machine-Learning-Studies repos/fdff87554/Machine-Learning-Studies  stderr: Cloning into repos/fdff87554/Machine-Learning-Studies...fatal: could not read Username for https://github.com: Device not configured'
triet1102/MLOps,https://github.com/triet1102/MLOps,'Cmd(git) failed due to: exit code(128)  cmdline: git clone -v https://github.com/triet1102/MLOps repos/triet1102/MLOps  stderr: Cloning into repos/triet1102/MLOps...fatal: could not read Username for https://github.com: Device not configured'
Devraj-comp/docker-learnings,https://github.com/Devraj-comp/docker-learnings,'Cmd(git) failed due to: exit code(128)  cmdline: git clone -v https://github.com/Devraj-comp/docker-learnings repos/Devraj-comp/docker-learnings  stderr: Cloning into repos/Devraj-comp/docker-learnings...fatal: could not read Username for https://github.com: Device not configured'
COMSYS/ML-IIDS-generalizability,https://github.com/COMSYS/ML-IIDS-generalizability,'Cmd(git) failed due to: exit code(128)  cmdline: git clone -v https://github.com/COMSYS/ML-IIDS-generalizability repos/COMSYS/ML-IIDS-generalizability  stderr: fatal: destination path repos/COMSYS/ML-IIDS-generalizability already exists and is not an empty directory.'
eoin-james/MachineLearningRepo,https://github.com/eoin-james/MachineLearningRepo,'Cmd(git) failed due to: exit code(128)  cmdline: git clone -v https://github.com/eoin-james/MachineLearningRepo repos/eoin-james/MachineLearningRepo  stderr: Cloning into repos/eoin-james/MachineLearningRepo...fatal: could not read Username for https://github.com: Device not configured'
AbdullahMakhdoom/Karoba-Chatbot,https://github.com/AbdullahMakhdoom/Karoba-Chatbot,'Cmd(git) failed due to: exit code(128)  cmdline: git clone -v https://github.com/AbdullahMakhdoom/Karoba-Chatbot repos/AbdullahMakhdoom/Karoba-Chatbot  stderr: Cloning into repos/AbdullahMakhdoom/Karoba-Chatbot...fatal: could not read Username for https://github.com: Device not configured'
torsteings/machine-learning_forecasting,https://github.com/torsteings/machine-learning_forecasting,'Cmd(git) failed due to: exit code(128)  cmdline: git clone -v https://github.com/torsteings/machine-learning_forecasting repos/torsteings/machine-learning_forecasting  stderr: Cloning into repos/torsteings/machine-learning_forecasting...fatal: could not read Username for https://github.com: Device not configured'
Mushkan1/Project,https://github.com/Mushkan1/Project,'Cmd(git) failed due to: exit code(128)  cmdline: git clone -v https://github.com/Mushkan1/Project repos/Mushkan1/Project  stderr: fatal: destination path repos/Mushkan1/Project already exists and is not an empty directory.'
Mushkan1/pcl-6,https://github.com/Mushkan1/pcl-6,'Cmd(git) failed due to: exit code(128)  cmdline: git clone -v https://github.com/Mushkan1/pcl-6 repos/Mushkan1/pcl-6  stderr: fatal: destination path repos/Mushkan1/pcl-6 already exists and is not an empty directory.'
MauriceBorrel/MachineLearning,https://github.com/MauriceBorrel/MachineLearning,'Cmd(git) failed due to: exit code(128)  cmdline: git clone -v https://github.com/MauriceBorrel/MachineLearning repos/MauriceBorrel/MachineLearning  stderr: Cloning into repos/MauriceBorrel/MachineLearning...fatal: could not read Username for https://github.com: Device not configured'
Isra1997/Dialect-Prediction-Model,https://github.com/Isra1997/Dialect-Prediction-Model,'Cmd(git) failed due to: exit code(128)  cmdline: git clone -v https://github.com/Isra1997/Dialect-Prediction-Model repos/Isra1997/Dialect-Prediction-Model  stderr: fatal: destination path repos/Isra1997/Dialect-Prediction-Model already exists and is not an empty directory.'
d4rkd0s/machine-learning,https://github.com/d4rkd0s/machine-learning,'Cmd(git) failed due to: exit code(128)  cmdline: git clone -v https://github.com/d4rkd0s/machine-learning repos/d4rkd0s/machine-learning  stderr: fatal: destination path repos/d4rkd0s/machine-learning already exists and is not an empty directory.'
ChaosTheLegend/MachineLearningFinal,https://github.com/ChaosTheLegend/MachineLearningFinal,'Cmd(git) failed due to: exit code(128)  cmdline: git clone -v https://github.com/ChaosTheLegend/MachineLearningFinal repos/ChaosTheLegend/MachineLearningFinal  stderr: fatal: destination path repos/ChaosTheLegend/MachineLearningFinal already exists and is not an empty directory.'
YifanWang3744/Machine-learning-hw,https://github.com/YifanWang3744/Machine-learning-hw,'Cmd(git) failed due to: exit code(128)  cmdline: git clone -v https://github.com/YifanWang3744/Machine-learning-hw repos/YifanWang3744/Machine-learning-hw  stderr: Cloning into repos/YifanWang3744/Machine-learning-hw...fatal: could not read Username for https://github.com: Device not configured'
gmmendiola/MalwareDetectionBenchmark,https://github.com/gmmendiola/MalwareDetectionBenchmark,'Cmd(git) failed due to: exit code(128)  cmdline: git clone -v https://github.com/gmmendiola/MalwareDetectionBenchmark repos/gmmendiola/MalwareDetectionBenchmark  stderr: fatal: destination path repos/gmmendiola/MalwareDetectionBenchmark already exists and is not an empty directory.'
legitlolly/ApexZones,https://github.com/legitlolly/ApexZones,'Cmd(git) failed due to: exit code(128)  cmdline: git clone -v https://github.com/legitlolly/ApexZones repos/legitlolly/ApexZones  stderr: Cloning into repos/legitlolly/ApexZones...fatal: could not read Username for https://github.com: Device not configured'
hughmand/MLHandwriting,https://github.com/hughmand/MLHandwriting,'Cmd(git) failed due to: exit code(128)  cmdline: git clone -v https://github.com/hughmand/MLHandwriting repos/hughmand/MLHandwriting  stderr: Cloning into repos/hughmand/MLHandwriting...fatal: could not read Username for https://github.com: Device not configured'
ysyydsdty/transferlearning,https://github.com/ysyydsdty/transferlearning,'Cmd(git) failed due to: exit code(128)  cmdline: git clone -v https://github.com/ysyydsdty/transferlearning repos/ysyydsdty/transferlearning  stderr: fatal: destination path repos/ysyydsdty/transferlearning already exists and is not an empty directory.'
glodian0127/Machine_Learning_for_Trading,https://github.com/glodian0127/Machine_Learning_for_Trading,'Cmd(git) failed due to: exit code(128)  cmdline: git clone -v https://github.com/glodian0127/Machine_Learning_for_Trading repos/glodian0127/Machine_Learning_for_Trading  stderr: Cloning into repos/glodian0127/Machine_Learning_for_Trading...fatal: could not read Username for https://github.com: Device not configured'
lab-midas/autoPET,https://github.com/lab-midas/autoPET,'Cmd(git) failed due to: exit code(128)  cmdline: git clone -v https://github.com/lab-midas/autoPET repos/lab-midas/autoPET  stderr: Cloning into repos/lab-midas/autoPET...POST git-upload-pack (191 bytes)POST git-upload-pack (283 bytes)git-lfs filter-process: git-lfs: command not foundfatal: the remote end hung up unexpectedlywarning: Clone succeeded, but checkout failed.You can inspect what was checked out with git statusand retry with git restore --source=HEAD :/'
eoin-james/SWE_DSA_ML_Study,https://github.com/eoin-james/SWE_DSA_ML_Study,'Cmd(git) failed due to: exit code(128)  cmdline: git clone -v https://github.com/eoin-james/SWE_DSA_ML_Study repos/eoin-james/SWE_DSA_ML_Study  stderr: Cloning into repos/eoin-james/SWE_DSA_ML_Study...fatal: could not read Username for https://github.com: Device not configured'
